content,rating,at,bank,sentiment,sentiment_score
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14 12:45:53,Dashen,Negative,-0.8068
Naiycapp,5,2025-03-13 22:06:26,Dashen,Neutral,0.0
Good,5,2025-03-13 10:48:00,Dashen,Positive,0.4404
The app is good but it has no USSD option,4,2025-03-13 07:28:45,Dashen,Negative,-0.2144
Hey great,5,2025-03-12 10:58:05,Dashen,Positive,0.6249
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12 06:52:45,Dashen,Positive,0.886
The app is good but it ask update every week so tiring,2,2025-03-11 11:41:47,Dashen,Positive,0.2382
It good and easy to use,5,2025-03-11 07:08:03,Dashen,Positive,0.7003
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10 14:38:29,Dashen,Neutral,0.0
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10 10:06:34,Dashen,Positive,0.8648
Excellent,5,2025-03-10 10:06:14,Dashen,Positive,0.5719
Good,5,2025-03-08 11:29:09,Dashen,Positive,0.4404
Wow Excellent app,5,2025-03-08 09:43:31,Dashen,Positive,0.8176
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08 08:47:02,Dashen,Positive,0.2263
Add the option to send money to any telebirr account like amole does.,3,2025-03-08 07:45:48,Dashen,Positive,0.3612
It's best,5,2025-03-08 07:13:14,Dashen,Positive,0.6369
no one dashen yichlal,5,2025-03-07 07:15:57,Dashen,Negative,-0.296
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06 11:41:23,Dashen,Positive,0.8011
The speed is too slow. Need some improvements.,2,2025-03-06 00:03:46,Dashen,Positive,0.3182
good app,5,2025-03-04 07:49:10,Dashen,Positive,0.4404
Fantastic app,5,2025-03-01 07:53:56,Dashen,Positive,0.5574
Good,5,2025-02-28 18:43:31,Dashen,Positive,0.4404
I wish dark mode feature is add as an option but it's good app,5,2025-02-27 14:12:06,Dashen,Positive,0.6908
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26 14:02:40,Dashen,Positive,0.969
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26 10:30:26,Dashen,Positive,0.9393
ከጰነጨየጠ,2,2025-02-26 10:20:24,Dashen,Neutral,0.0
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24 17:23:10,Dashen,Negative,-0.2788
Excellent app,5,2025-02-24 08:47:44,Dashen,Positive,0.5719
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22 13:28:31,Dashen,Neutral,0.0
No good,1,2025-02-22 01:45:39,Dashen,Positive,0.1779
Wow amazing app,5,2025-02-21 08:27:50,Dashen,Positive,0.8225
best platform... Please avoid otp,5,2025-02-21 05:28:04,Dashen,Positive,0.6486
Super smart app.,5,2025-02-18 12:28:05,Dashen,Positive,0.765
best 👍👍,5,2025-02-16 11:43:36,Dashen,Positive,0.6369
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16 10:01:44,Dashen,Neutral,0.0
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14 12:13:54,Dashen,Positive,0.3612
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14 08:46:51,Dashen,Positive,0.9053
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14 04:33:32,Dashen,Positive,0.7906
it's amazing app i have seen ever,5,2025-02-13 19:00:54,Dashen,Positive,0.5859
One star deducted for not to able to transfer to telebirr.,4,2025-02-13 17:41:25,Dashen,Neutral,0.0
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13 12:37:01,Dashen,Neutral,0.0
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12 19:04:57,Dashen,Neutral,0.0
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12 08:32:07,Dashen,Positive,0.4404
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11 05:17:00,Dashen,Negative,-0.3182
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10 18:50:05,Dashen,Positive,0.4404
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09 10:11:56,Dashen,Negative,-0.5053
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07 19:53:12,Dashen,Neutral,0.0
Good,5,2025-02-07 15:43:21,Dashen,Positive,0.4404
It doesn't work,1,2025-02-07 12:51:08,Dashen,Neutral,0.0
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07 11:32:13,Dashen,Positive,0.9558
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06 17:21:48,Dashen,Positive,0.9079
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06 14:44:43,Dashen,Neutral,0.0
"Good app, bad security",3,2025-02-06 11:20:36,Dashen,Positive,0.2023
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06 10:25:50,Dashen,Neutral,0.0
Wonderful Application 😍,5,2025-02-05 16:02:00,Dashen,Positive,0.5719
I loved it,5,2025-02-05 13:14:14,Dashen,Positive,0.5994
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04 15:19:13,Dashen,Neutral,0.0
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04 12:04:14,Dashen,Positive,0.8748
Not good this app,1,2025-02-04 10:32:40,Dashen,Negative,-0.3412
Best app,5,2025-02-04 09:02:02,Dashen,Positive,0.6369
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03 18:17:30,Dashen,Positive,0.7469
Perfect,5,2025-02-02 20:05:20,Dashen,Positive,0.5719
"It does not work functional ,",1,2025-02-02 20:04:28,Dashen,Neutral,0.0
Ok,5,2025-02-01 21:15:21,Dashen,Positive,0.296
all of dashen bank customers use the application it is good to use,5,2025-02-01 18:57:58,Dashen,Positive,0.4404
Gret experience,5,2025-02-01 02:43:03,Dashen,Neutral,0.0
All good we need more,3,2025-01-31 05:58:16,Dashen,Positive,0.4404
"Dashen super app is easy to use, fast and robust",5,2025-01-31 05:37:38,Dashen,Positive,0.8481
it was amazing app.....thank you dashen bank....,5,2025-01-30 20:28:41,Dashen,Positive,0.5859
Dashen bank super app for easy life.,5,2025-01-30 17:10:28,Dashen,Positive,0.7783
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30 14:39:16,Dashen,Positive,0.5719
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29 16:10:35,Dashen,Positive,0.0772
Best,5,2025-01-29 08:16:30,Dashen,Positive,0.6369
Just Wow,5,2025-01-29 05:41:59,Dashen,Positive,0.5859
mobile banking to the next level,5,2025-01-28 07:59:00,Dashen,Neutral,0.0
Nice,5,2025-01-25 17:20:45,Dashen,Positive,0.4215
The first 3 star review is me,3,2025-01-25 11:59:37,Dashen,Neutral,0.0
Is not working,1,2025-01-25 06:18:55,Dashen,Neutral,0.0
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24 17:44:34,Dashen,Positive,0.8217
V good ❗️,5,2025-01-24 06:40:41,Dashen,Positive,0.4404
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23 15:13:50,Dashen,Positive,0.9279
I only see white page,2,2025-01-23 12:52:15,Dashen,Neutral,0.0
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22 13:53:55,Dashen,Positive,0.8842
Amizing Application 😍,5,2025-01-22 11:17:28,Dashen,Neutral,0.0
Fastest and easy to use,5,2025-01-22 08:03:09,Dashen,Positive,0.4404
Ok,5,2025-01-21 19:26:27,Dashen,Positive,0.296
ጥሩ ነው,5,2025-01-21 12:46:49,Dashen,Neutral,0.0
ስም ብቻ 😏,2,2025-01-21 04:06:04,Dashen,Neutral,0.0
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21 02:57:30,Dashen,Neutral,0.0
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20 16:57:00,Dashen,Positive,0.4682
Needs some improvement,5,2025-01-20 13:49:52,Dashen,Positive,0.4588
Amazing,5,2025-01-20 13:36:48,Dashen,Positive,0.5859
Amazing super app,5,2025-01-19 13:23:49,Dashen,Positive,0.8271
I hope it will be better than amole,5,2025-01-18 10:03:55,Dashen,Positive,0.7003
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18 05:19:42,Dashen,Positive,0.5994
Wow,5,2025-01-17 19:14:07,Dashen,Positive,0.5859
Dashen yichalal. Ewnetem one step a head,5,2025-01-17 17:10:52,Dashen,Neutral,0.0
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17 17:04:25,Dashen,Positive,0.9662
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17 09:04:57,Dashen,Positive,0.7955
